Source,Target,Weight,Emiten,Position,Company
 ABDUL GHOFAR ,ASURANSI TUGU PRATAMA INDONESIA TBK.,4,TUGU, PRESIDENT COMMISIONER  - INDEPENDENT,ASURANSI TUGU PRATAMA INDONESIA TBK.
 BAGUS AGUNG RAHADIANSYAH ,ASURANSI TUGU PRATAMA INDONESIA TBK.,4,TUGU, COMMISSIONER ,ASURANSI TUGU PRATAMA INDONESIA TBK.
 SAMUEL RAMNA ,ASURANSI TUGU PRATAMA INDONESIA TBK.,4,TUGU, COMMISSIONER ,ASURANSI TUGU PRATAMA INDONESIA TBK.
 TAJUDIN NOOR ,ASURANSI TUGU PRATAMA INDONESIA TBK.,4,TUGU, COMMISSIONER  - INDEPENDENT,ASURANSI TUGU PRATAMA INDONESIA TBK.
 INDRA MULIAWAN ,KING TIRE INDONESIA TBK.,4,TYRE, PRESIDENT COMMISIONER ,KING TIRE INDONESIA TBK.
 HARDI MULIAWAN ,KING TIRE INDONESIA TBK.,4,TYRE, COMMISSIONER ,KING TIRE INDONESIA TBK.
 DANNY SETIAWAN ,KING TIRE INDONESIA TBK.,4,TYRE, COMMISSIONER  - INDEPENDENT,KING TIRE INDONESIA TBK.
 YOSHIHIRO KOBI ,PAKUAN TBK.,4,UANG, PRESIDENT COMMISIONER ,PAKUAN TBK.
 BONNY HARRY ,PAKUAN TBK.,4,UANG, COMMISSIONER  - INDEPENDENT,PAKUAN TBK.
 TAKASHI KAN ,UNI-CHARM INDONESIA TBK.,4,UCID, PRESIDENT COMMISIONER ,UNI-CHARM INDONESIA TBK.
 YOSHIYUKI IWASE ,UNI-CHARM INDONESIA TBK.,4,UCID, COMMISSIONER ,UNI-CHARM INDONESIA TBK.
 HENDRA JAYA KOSASIH ,UNI-CHARM INDONESIA TBK.,4,UCID, COMMISSIONER ,UNI-CHARM INDONESIA TBK.
 SURYAMIN HALIM ,UNI-CHARM INDONESIA TBK.,4,UCID, COMMISSIONER  - INDEPENDENT,UNI-CHARM INDONESIA TBK.
 UBAIDILLAH NUGRAHA ,UNI-CHARM INDONESIA TBK.,4,UCID, COMMISSIONER  - INDEPENDENT,UNI-CHARM INDONESIA TBK.
 JOSE LOUPIGA KELIAT ,AGRO BAHARI NUSANTARA TBK.,4,UDNG, PRESIDENT COMMISIONER ,AGRO BAHARI NUSANTARA TBK.
 DRS. SETIA BUDI ,AGRO BAHARI NUSANTARA TBK.,4,UDNG, COMMISSIONER ,AGRO BAHARI NUSANTARA TBK.
 DENNY LEONARDO ,AGRO BAHARI NUSANTARA TBK.,4,UDNG, COMMISSIONER  - INDEPENDENT,AGRO BAHARI NUSANTARA TBK.
 IR. PUDJI HARIANTO ,DAMAI SEJAHTERA ABADI TBK.,4,UFOE, PRESIDENT COMMISIONER ,DAMAI SEJAHTERA ABADI TBK.
" NG ANDI GOTAMA CHANDRA, S.E., M.H. ",DAMAI SEJAHTERA ABADI TBK.,4,UFOE, COMMISSIONER  - INDEPENDENT,DAMAI SEJAHTERA ABADI TBK.
 SUPIANDI PRAWIRAWIDJAJA ,ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK.,4,ULTJ, PRESIDENT COMMISIONER ,ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK.
" SONY DEVANO SE AK., M AK. ",ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK.,4,ULTJ, COMMISSIONER  - INDEPENDENT,ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK.
 SUHENDRA PRAWIRAWIDJAJA ,ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK.,4,ULTJ, COMMISSIONER ,ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK.
 EVITA PUSPITASARI ,ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK.,4,ULTJ, COMMISSIONER  - INDEPENDENT,ULTRAJAYA MILK INDUSTRY & TRADING COMPANY TBK.
NOT FOUND,UNGGUL INDAH CAHAYA TBK.,4,UNIC,,UNGGUL INDAH CAHAYA TBK.
 MERTJE TJOKRO ,ULIMA NITRA TBK.,4,UNIQ, PRESIDENT COMMISIONER ,ULIMA NITRA TBK.
 SUPANDI WIDI SISWANTO ,ULIMA NITRA TBK.,4,UNIQ, COMMISSIONER  - INDEPENDENT,ULIMA NITRA TBK.
NOT FOUND,NUSANTARA INTI CORPORA TBK,4,UNIT,,NUSANTARA INTI CORPORA TBK
 NALINKANT A. RATHOD ,BAKRIE SUMATERA PLANTATIONS TBK.,4,UNSP, PRESIDENT COMMISIONER ,BAKRIE SUMATERA PLANTATIONS TBK.
 ANINDYA N. BAKRIE ,BAKRIE SUMATERA PLANTATIONS TBK.,4,UNSP, COMMISSIONER ,BAKRIE SUMATERA PLANTATIONS TBK.
 NENGAH RAMA GAUTAMA ,BAKRIE SUMATERA PLANTATIONS TBK.,4,UNSP, COMMISSIONER  - INDEPENDENT,BAKRIE SUMATERA PLANTATIONS TBK.
 TAN ERIC RAHARJO PRAYITNO ,TERANG DUNIA INTERNUSA TBK.,4,UNTD, PRESIDENT COMMISIONER ,TERANG DUNIA INTERNUSA TBK.
 POLTAK SIHOTANG ,TERANG DUNIA INTERNUSA TBK.,4,UNTD, COMMISSIONER  - INDEPENDENT,TERANG DUNIA INTERNUSA TBK.
 DOKTORANDUS GATOT EDDY PRAMONO ,TERANG DUNIA INTERNUSA TBK.,4,UNTD, COMMISSIONER  - INDEPENDENT,TERANG DUNIA INTERNUSA TBK.
 DJONY BUNARTO TJONDRO ,UNITED TRACTORS TBK.,4,UNTR, PRESIDENT COMMISIONER ,UNITED TRACTORS TBK.
 DJOKO PRANOTO SANTOSO ,UNITED TRACTORS TBK.,4,UNTR, COMMISSIONER ,UNITED TRACTORS TBK.
 BENJAMIN HERRENDEN BIRKS ,UNITED TRACTORS TBK.,4,UNTR, COMMISSIONER ,UNITED TRACTORS TBK.
 PAULUS BAMBANG WIDJANARKO ,UNITED TRACTORS TBK.,4,UNTR, COMMISSIONER  - INDEPENDENT,UNITED TRACTORS TBK.
 IGNASIUS JONAN ,UNITED TRACTORS TBK.,4,UNTR, COMMISSIONER  - INDEPENDENT,UNITED TRACTORS TBK.
 RUDY ,UNITED TRACTORS TBK.,4,UNTR, VICE PRESIDENT COMMISIONER ,UNITED TRACTORS TBK.
 GITA TIFFANI BOER ,UNITED TRACTORS TBK.,4,UNTR, COMMISSIONER ,UNITED TRACTORS TBK.
 BRUCE MALCOLM COX ,UNITED TRACTORS TBK.,4,UNTR, COMMISSIONER  - INDEPENDENT,UNITED TRACTORS TBK.
 ALEXANDER RUSLI ,UNILEVER INDONESIA TBK.,4,UNVR, COMMISSIONER  - INDEPENDENT,UNILEVER INDONESIA TBK.
 DEBORA HERAWATI SADRACH ,UNILEVER INDONESIA TBK.,4,UNVR, COMMISSIONER  - INDEPENDENT,UNILEVER INDONESIA TBK.
 IGNASIUS JONAN ,UNILEVER INDONESIA TBK.,4,UNVR, COMMISSIONER  - INDEPENDENT,UNILEVER INDONESIA TBK.
 FAUZI ICHSAN ,UNILEVER INDONESIA TBK.,4,UNVR, COMMISSIONER  - INDEPENDENT,UNILEVER INDONESIA TBK.
 ALISSA WAHID ,UNILEVER INDONESIA TBK.,4,UNVR, COMMISSIONER  - INDEPENDENT,UNILEVER INDONESIA TBK.
 SANJIV MEHTA ,UNILEVER INDONESIA TBK.,4,UNVR, PRESIDENT COMMISIONER ,UNILEVER INDONESIA TBK.
 AHMAD FADLI KARTAJAYA ,URBAN JAKARTA PROPERTINDO TBK.,4,URBN, PRESIDENT COMMISIONER  - INDEPENDENT,URBAN JAKARTA PROPERTINDO TBK.
 ADE WAHYU ,URBAN JAKARTA PROPERTINDO TBK.,4,URBN, COMMISSIONER ,URBAN JAKARTA PROPERTINDO TBK.
 HENDRO TJAHJONO ,TRIMEGAH KARYA PRATAMA TBK.,4,UVCR, PRESIDENT COMMISIONER ,TRIMEGAH KARYA PRATAMA TBK.
 RANGGA ANANTA ,TRIMEGAH KARYA PRATAMA TBK.,4,UVCR, COMMISSIONER ,TRIMEGAH KARYA PRATAMA TBK.
 DANNY EUGENE ,TRIMEGAH KARYA PRATAMA TBK.,4,UVCR, COMMISSIONER  - INDEPENDENT,TRIMEGAH KARYA PRATAMA TBK.
 JONATHAN JOCHANAN ,VASTLAND INDONESIA TBK.,4,VAST, PRESIDENT COMMISIONER  - INDEPENDENT,VASTLAND INDONESIA TBK.
 YUANITA TJOATJAWINATA ,VASTLAND INDONESIA TBK.,4,VAST, COMMISSIONER ,VASTLAND INDONESIA TBK.
 LEVINA JUNIETA GUNAWAN ,VASTLAND INDONESIA TBK.,4,VAST, COMMISSIONER ,VASTLAND INDONESIA TBK.
 BEDY KUNADY ,VERONA INDAH PICTURES TBK.,4,VERN, PRESIDENT COMMISIONER ,VERONA INDAH PICTURES TBK.
" DRS. ABRAHAM BASTARI, MBA ",VERONA INDAH PICTURES TBK.,4,VERN, COMMISSIONER  - INDEPENDENT,VERONA INDAH PICTURES TBK.
 BILLY HARTONO SALIM ,VICTORIA CARE INDONESIA TBK.,4,VICI, PRESIDENT COMMISIONER ,VICTORIA CARE INDONESIA TBK.
 VIBHAV PANANDIKER ,VICTORIA CARE INDONESIA TBK.,4,VICI, COMMISSIONER ,VICTORIA CARE INDONESIA TBK.
 LUHUR IWAN HERNADI ,VICTORIA CARE INDONESIA TBK.,4,VICI, COMMISSIONER ,VICTORIA CARE INDONESIA TBK.
 DRS. HERBUDIANTO ,VICTORIA CARE INDONESIA TBK.,4,VICI, COMMISSIONER  - INDEPENDENT,VICTORIA CARE INDONESIA TBK.
 VAN SCHOOTE CHRISTIAN PIERRE B ,VICTORIA CARE INDONESIA TBK.,4,VICI, COMMISSIONER  - INDEPENDENT,VICTORIA CARE INDONESIA TBK.
 UNTUNG WOENARDI ,VICTORIA INVESTAMA TBK.,4,VICO, PRESIDENT COMMISIONER ,VICTORIA INVESTAMA TBK.
 EKO RACHMANSYAH G ,VICTORIA INVESTAMA TBK.,4,VICO, COMMISSIONER  - INDEPENDENT,VICTORIA INVESTAMA TBK.
 SULISTIJOWATI ,VICTORIA INSURANCE TBK.,4,VINS, PRESIDENT COMMISIONER ,VICTORIA INSURANCE TBK.
 JIMMY PAULUS WATULINGAS ,VICTORIA INSURANCE TBK.,4,VINS, COMMISSIONER  - INDEPENDENT,VICTORIA INSURANCE TBK.
 TOMI PARISIANTO WIBOWO ,VICTORIA INSURANCE TBK.,4,VINS, COMMISSIONER  - INDEPENDENT,VICTORIA INSURANCE TBK.
 ROBERT PUTRA SAMPURNA ,SATU VISI PUTRA TBK.,4,VISI, PRESIDENT COMMISIONER ,SATU VISI PUTRA TBK.
 URIEP BUDHI PRASETYO ,SATU VISI PUTRA TBK.,4,VISI, COMMISSIONER  - INDEPENDENT,SATU VISI PUTRA TBK.
 OMAR LUTHFI ANWAR ,VISI MEDIA ASIA TBK.,4,VIVA, COMMISSIONER ,VISI MEDIA ASIA TBK.
 ILHAM AKBAR HABIBIE ,VISI MEDIA ASIA TBK.,4,VIVA, VICE PRESIDENT COMMISIONER  - INDEPENDENT,VISI MEDIA ASIA TBK.
 ANINDYA NOVYAN BAKRIE ,VISI MEDIA ASIA TBK.,4,VIVA, PRESIDENT COMMISIONER ,VISI MEDIA ASIA TBK.
 ANINDYA NOVYAN BAKRIE ,VKTR TEKNOLOGI MOBILITAS TBK.,4,VKTR, PRESIDENT COMMISIONER ,VKTR TEKNOLOGI MOBILITAS TBK.
 THE LORD SARFRAZ AAMER AHMAD ,VKTR TEKNOLOGI MOBILITAS TBK.,4,VKTR, COMMISSIONER ,VKTR TEKNOLOGI MOBILITAS TBK.
 DR. DINO PATTI DJALAL ,VKTR TEKNOLOGI MOBILITAS TBK.,4,VKTR, COMMISSIONER  - INDEPENDENT,VKTR TEKNOLOGI MOBILITAS TBK.
 LINDA LIUS ,VOKSEL ELECTRIC TBK.,4,VOKS, COMMISSIONER  - INDEPENDENT,VOKSEL ELECTRIC TBK.
 HARDI SASMITA ,VOKSEL ELECTRIC TBK.,4,VOKS, COMMISSIONER ,VOKSEL ELECTRIC TBK.
 TAN HUILIANG ,VOKSEL ELECTRIC TBK.,4,VOKS, PRESIDENT COMMISIONER ,VOKSEL ELECTRIC TBK.
 TJAHYADI LUKIMAN ,VOKSEL ELECTRIC TBK.,4,VOKS, COMMISSIONER  - INDEPENDENT,VOKSEL ELECTRIC TBK.
 WANG XINGUO ,VOKSEL ELECTRIC TBK.,4,VOKS, COMMISSIONER ,VOKSEL ELECTRIC TBK.
 YASUO IMAIZUMI ,MIZUHO LEASING INDONESIA TBK.,4,VRNA, PRESIDENT COMMISIONER ,MIZUHO LEASING INDONESIA TBK.
 BHINDAWATI GUNAWAN ,MIZUHO LEASING INDONESIA TBK.,4,VRNA, COMMISSIONER ,MIZUHO LEASING INDONESIA TBK.
 DANI HAMDANI ,MIZUHO LEASING INDONESIA TBK.,4,VRNA, COMMISSIONER  - INDEPENDENT,MIZUHO LEASING INDONESIA TBK.
 KATSUYA KITANO ,VENTENY FORTUNA INTERNATIONAL TBK.,4,VTNY, PRESIDENT COMMISIONER ,VENTENY FORTUNA INTERNATIONAL TBK.
" PROF. DR. ADLER HAYMANS MANURUNG, S.H. ",VENTENY FORTUNA INTERNATIONAL TBK.,4,VTNY, COMMISSIONER  - INDEPENDENT,VENTENY FORTUNA INTERNATIONAL TBK.
 HENDRA WIDJAYA ,WAHANA PRONATURAL TBK.,4,WAPO, PRESIDENT COMMISIONER  - INDEPENDENT,WAHANA PRONATURAL TBK.
 CHENNY ,WAHANA PRONATURAL TBK.,4,WAPO, COMMISSIONER ,WAHANA PRONATURAL TBK.
 JOSEPH PRAJOGO ,WIJAYA KARYA BANGUNAN GEDUNG TBK.,4,WEGE, COMMISSIONER  - INDEPENDENT,WIJAYA KARYA BANGUNAN GEDUNG TBK.
 DANIS HIDAYAT SUMADILAGA ,WIJAYA KARYA BANGUNAN GEDUNG TBK.,4,WEGE, COMMISSIONER ,WIJAYA KARYA BANGUNAN GEDUNG TBK.
 SULI FATIMAH ,WIJAYA KARYA BANGUNAN GEDUNG TBK.,4,WEGE, COMMISSIONER ,WIJAYA KARYA BANGUNAN GEDUNG TBK.
 TAUFAN GESTORO ,WIJAYA KARYA BANGUNAN GEDUNG TBK.,4,WEGE, COMMISSIONER  - INDEPENDENT,WIJAYA KARYA BANGUNAN GEDUNG TBK.
 ANGRETA CHANDRA ,WEHA TRANSPORTASI INDONESIA TBK.,4,WEHA, PRESIDENT COMMISIONER ,WEHA TRANSPORTASI INDONESIA TBK.
 OLIP SUSANTO ,WEHA TRANSPORTASI INDONESIA TBK.,4,WEHA, COMMISSIONER  - INDEPENDENT,WEHA TRANSPORTASI INDONESIA TBK.
 IKIN WIRAWAN ,WIRA GLOBAL SOLUSI TBK.,4,WGSH, PRESIDENT COMMISIONER ,WIRA GLOBAL SOLUSI TBK.
 ERWIN SENJAYA HARTANTO ,WIRA GLOBAL SOLUSI TBK.,4,WGSH, COMMISSIONER ,WIRA GLOBAL SOLUSI TBK.
 LUCKY BAYU PURNOMO ,WIRA GLOBAL SOLUSI TBK.,4,WGSH, COMMISSIONER  - INDEPENDENT,WIRA GLOBAL SOLUSI TBK.
 AMEYA ATUL BADWE ,WICAKSANA OVERSEAS INTERNATIONAL TBK.,4,WICO, COMMISSIONER ,WICAKSANA OVERSEAS INTERNATIONAL TBK.
 YOSIE AMPANG KURANJI ,WICAKSANA OVERSEAS INTERNATIONAL TBK.,4,WICO, COMMISSIONER ,WICAKSANA OVERSEAS INTERNATIONAL TBK.
 ARINI IMAMAWATI ,WICAKSANA OVERSEAS INTERNATIONAL TBK.,4,WICO, COMMISSIONER  - INDEPENDENT,WICAKSANA OVERSEAS INTERNATIONAL TBK.
 AGUSTINUS NICHOLAS LUMBAN TOBING ,WICAKSANA OVERSEAS INTERNATIONAL TBK.,4,WICO, COMMISSIONER  - INDEPENDENT,WICAKSANA OVERSEAS INTERNATIONAL TBK.
  ,WICAKSANA OVERSEAS INTERNATIONAL TBK.,4,WICO, PRESIDENT COMMISIONER ,WICAKSANA OVERSEAS INTERNATIONAL TBK.
 YANTO TENE ,WIDIANT JAYA KRENINDO TBK.,4,WIDI, PRESIDENT COMMISIONER ,WIDIANT JAYA KRENINDO TBK.
 MEGA SITI SOFIA ,WIDIANT JAYA KRENINDO TBK.,4,WIDI, COMMISSIONER  - INDEPENDENT,WIDIANT JAYA KRENINDO TBK.
 HERMANSJAH HARYONO ,SOLUSI SINERGI DIGITAL TBK.,4,WIFI, PRESIDENT COMMISIONER ,SOLUSI SINERGI DIGITAL TBK.
 DONI SATIAJI SOETADI ,SOLUSI SINERGI DIGITAL TBK.,4,WIFI, COMMISSIONER  - INDEPENDENT,SOLUSI SINERGI DIGITAL TBK.
 INDAHTATI WIDJAJADI ,WISMILAK INTI MAKMUR TBK.,4,WIIM, PRESIDENT COMMISIONER ,WISMILAK INTI MAKMUR TBK.
 STEPHEN WALLA ,WISMILAK INTI MAKMUR TBK.,4,WIIM, COMMISSIONER ,WISMILAK INTI MAKMUR TBK.
 EDY SUGITO ,WISMILAK INTI MAKMUR TBK.,4,WIIM, COMMISSIONER  - INDEPENDENT,WISMILAK INTI MAKMUR TBK.
 DANIEL SUTRIO DARMADI ,WISMILAK INTI MAKMUR TBK.,4,WIIM, COMMISSIONER  - INDEPENDENT,WISMILAK INTI MAKMUR TBK.
 JAROT WIDYOKO ,WIJAYA KARYA (PERSERO) TBK.,4,WIKA, PRESIDENT COMMISIONER ,WIJAYA KARYA (PERSERO) TBK.
 RUSMANTO ,WIJAYA KARYA (PERSERO) TBK.,4,WIKA, COMMISSIONER  - INDEPENDENT,WIJAYA KARYA (PERSERO) TBK.
 FIRDAUS ALI ,WIJAYA KARYA (PERSERO) TBK.,4,WIKA, COMMISSIONER ,WIJAYA KARYA (PERSERO) TBK.
 ADITYAWARMAN ,WIJAYA KARYA (PERSERO) TBK.,4,WIKA, COMMISSIONER  - INDEPENDENT,WIJAYA KARYA (PERSERO) TBK.
 HARRIS ARTHUR HEDAR ,WIJAYA KARYA (PERSERO) TBK.,4,WIKA, COMMISSIONER  - INDEPENDENT,WIJAYA KARYA (PERSERO) TBK.
 SURYO HAPSORO TRI UTOMO ,WIJAYA KARYA (PERSERO) TBK.,4,WIKA, COMMISSIONER  - INDEPENDENT,WIJAYA KARYA (PERSERO) TBK.
 IDA BAGUS OKA KRESNA ,HATTEN BALI TBK.,4,WINE, PRESIDENT COMMISIONER ,HATTEN BALI TBK.
 IDA AYU SOMAWATI ,HATTEN BALI TBK.,4,WINE, COMMISSIONER ,HATTEN BALI TBK.
 TANTOWI YAHYA ,HATTEN BALI TBK.,4,WINE, COMMISSIONER  - INDEPENDENT,HATTEN BALI TBK.
 RUSSIANA ,WINNER NUSANTARA JAYA TBK.,4,WINR, PRESIDENT COMMISIONER ,WINNER NUSANTARA JAYA TBK.
 HANDRY SOESANTO ,WINNER NUSANTARA JAYA TBK.,4,WINR, COMMISSIONER  - INDEPENDENT,WINNER NUSANTARA JAYA TBK.
 JONATHAN JOCHANAN ,WINTERMAR OFFSHORE MARINE TBK.,4,WINS, PRESIDENT COMMISIONER  - INDEPENDENT,WINTERMAR OFFSHORE MARINE TBK.
 SIM IDRUS MUNANDAR ,WINTERMAR OFFSHORE MARINE TBK.,4,WINS, COMMISSIONER  - INDEPENDENT,WINTERMAR OFFSHORE MARINE TBK.
 JOHN STUART ANDERSON SLACK ,WINTERMAR OFFSHORE MARINE TBK.,4,WINS, COMMISSIONER ,WINTERMAR OFFSHORE MARINE TBK.
 DANIEL SURYA WIRJATMO ,WIR ASIA TBK.,4,WIRG, PRESIDENT COMMISIONER ,WIR ASIA TBK.
 MICHEL BUDI WIRJATMO ,WIR ASIA TBK.,4,WIRG, COMMISSIONER ,WIR ASIA TBK.
 PHILIP CAHYONO ,WIR ASIA TBK.,4,WIRG, COMMISSIONER ,WIR ASIA TBK.
 DRS. ANDREYANTO TOEMALI ,WIR ASIA TBK.,4,WIRG, COMMISSIONER ,WIR ASIA TBK.
" M. AGUS IMAM SANTOSO, SE., AK ",WIR ASIA TBK.,4,WIRG, COMMISSIONER  - INDEPENDENT,WIR ASIA TBK.
 FERDINAND BENNYANTO ,WIR ASIA TBK.,4,WIRG, COMMISSIONER  - INDEPENDENT,WIR ASIA TBK.
 MARCO ISWARA ,WIR ASIA TBK.,4,WIRG, COMMISSIONER  - INDEPENDENT,WIR ASIA TBK.
 PROF. ALI AGUS ,WIDODO MAKMUR PERKASA TBK.,4,WMPP, PRESIDENT COMMISIONER ,WIDODO MAKMUR PERKASA TBK.
" MAYJEN TNI (PURN.) ASWAR ZULKARNAIN SIREGAR, M.SC, ",WIDODO MAKMUR PERKASA TBK.,4,WMPP, COMMISSIONER  - INDEPENDENT,WIDODO MAKMUR PERKASA TBK.
 TUMIYANA ,WIDODO MAKMUR UNGGAS TBK.,4,WMUU, PRESIDENT COMMISIONER ,WIDODO MAKMUR UNGGAS TBK.
 WIDJANG PRANJOTO ,WIDODO MAKMUR UNGGAS TBK.,4,WMUU, COMMISSIONER  - INDEPENDENT,WIDODO MAKMUR UNGGAS TBK.
 SARASTRI BASKORO ,WAHANA OTTOMITRA MULTIARTHA TBK.,4,WOMF, PRESIDENT COMMISIONER  - INDEPENDENT,WAHANA OTTOMITRA MULTIARTHA TBK.
 THILAGAVATHY NADASON ,WAHANA OTTOMITRA MULTIARTHA TBK.,4,WOMF, COMMISSIONER ,WAHANA OTTOMITRA MULTIARTHA TBK.
" RALLYATI ARIANTO WIBOWO, S.E. ",WAHANA OTTOMITRA MULTIARTHA TBK.,4,WOMF, COMMISSIONER  - INDEPENDENT,WAHANA OTTOMITRA MULTIARTHA TBK.
 TAUFIK AULIA ,WAHANA OTTOMITRA MULTIARTHA TBK.,4,WOMF, COMMISSIONER ,WAHANA OTTOMITRA MULTIARTHA TBK.
 STEPHANIE KANE ILHAM ,INTEGRA INDOCABINET TBK.,4,WOOD, COMMISSIONER ,INTEGRA INDOCABINET TBK.
 BING HARTONO POERNOMOSIDI ,INTEGRA INDOCABINET TBK.,4,WOOD, PRESIDENT COMMISIONER  - INDEPENDENT,INTEGRA INDOCABINET TBK.
 EDDY HIDAYAT LIM ,GINTING JAYA ENERGI TBK.,4,WOWS, COMMISSIONER ,GINTING JAYA ENERGI TBK.
 TANTOWI HIDAYAT ,GINTING JAYA ENERGI TBK.,4,WOWS, COMMISSIONER ,GINTING JAYA ENERGI TBK.
 LINFORD PUTRA CENDANA ,GINTING JAYA ENERGI TBK.,4,WOWS, COMMISSIONER  - INDEPENDENT,GINTING JAYA ENERGI TBK.
 SATOTO AGUSTONO ,GINTING JAYA ENERGI TBK.,4,WOWS, PRESIDENT COMMISIONER ,GINTING JAYA ENERGI TBK.
 RADEN MAS ARIS SANTOSA ,WASKITA BETON PRECAST TBK.,4,WSBP, PRESIDENT COMMISIONER ,WASKITA BETON PRECAST TBK.
 INDRA UTAMA ,WASKITA BETON PRECAST TBK.,4,WSBP, COMMISSIONER  - INDEPENDENT,WASKITA BETON PRECAST TBK.
 AHMAD SUBAGYA ,WASKITA BETON PRECAST TBK.,4,WSBP, COMMISSIONER  - INDEPENDENT,WASKITA BETON PRECAST TBK.
 SUTRISNO ,WASKITA KARYA (PERSERO) TBK.,4,WSKT, PRESIDENT COMMISIONER ,WASKITA KARYA (PERSERO) TBK.
 MUHAMMAD ABDULLAH SYUKRI ,WASKITA KARYA (PERSERO) TBK.,4,WSKT, COMMISSIONER  - INDEPENDENT,WASKITA KARYA (PERSERO) TBK.
 AQILA RAHMANI ,WASKITA KARYA (PERSERO) TBK.,4,WSKT, COMMISSIONER  - INDEPENDENT,WASKITA KARYA (PERSERO) TBK.
 MUHAMMAD HARRIFAR SYAFAR ,WASKITA KARYA (PERSERO) TBK.,4,WSKT, COMMISSIONER  - INDEPENDENT,WASKITA KARYA (PERSERO) TBK.
 ADE ABDUL ROCHIM ,WASKITA KARYA (PERSERO) TBK.,4,WSKT, COMMISSIONER ,WASKITA KARYA (PERSERO) TBK.
 HASBY MUHAMMAD ZAMRI ,WASKITA KARYA (PERSERO) TBK.,4,WSKT, COMMISSIONER ,WASKITA KARYA (PERSERO) TBK.
 DWI GAWAN ISLANDHI H.B. ,WIJAYA KARYA BETON TBK.,4,WTON, COMMISSIONER  - INDEPENDENT,WIJAYA KARYA BETON TBK.
 TJIA MARWAN ,WIJAYA KARYA BETON TBK.,4,WTON, COMMISSIONER ,WIJAYA KARYA BETON TBK.
 WILAN OKTAVIAN ,WIJAYA KARYA BETON TBK.,4,WTON, PRESIDENT COMMISIONER ,WIJAYA KARYA BETON TBK.
